Node1,Node2
16644,373360
507919,582130
571037,521843
548238,523048
833375,833373
514041,514049
75324,156196
556800,556805
32608,515067
9232,27656
75535,73504
337776,843418
376596,376592
542506,302488
35392,816944
505483,556512
374405,392844
381742,381763
534148,380511
17844,389575
54025,398873
310840,310845
60525,381843
598829,522126
74253,23686
30624,356853
72300,49540
303065,395855
1072,580260
512019,544357
47648,555298
885562,885300
26818,26814
55322,81324
22469,565755
88623,542474
539911,354805
350790,879067
96439,96432
44201,66878
107099,107020
304152,361413
338521,808998
315865,847843
835009,831514
519060,578252
14083,525586
885764,885769
399112,399170
15948,25380
61693,861509
56259,15855
886187,862910
35226,596237
855782,839404
542742,833919
558961,329372
539641,835520
59715,859769
571804,314703
48459,842791
71532,151707
522572,304648
556849,137540
87358,89408
35153,89854
50118,62120
532218,812216
596419,316812
10411,68513
26700,320030
57493,839906
44331,822091
82979,555253
547899,842827
23499,558844
74224,562233
6681,531960
34970,337408
82962,317486
59662,37225
310666,886896
37691,565175
66755,155907
89467,585145
885001,871511
74310,593838
500889,852145
72901,72906
511347,331492
91640,96440
86887,377582
595249,301403
528063,310532
573998,358740
41133,342268
45650,596159
394162,840874
82798,547076
97817,500619
65059,898355
513106,547981
551498,332360
24345,373457
596523,306683
357566,313466
31061,575079
507580,571688
15245,90261
323235,323238
544467,327324
392385,833964
24835,106734
541790,541795
338834,832750
29536,875451
61471,108837
590308,390792
81061,872888
350096,342093
562811,882947
578893,313800
567811,822148
541397,107477
89492,109165
594327,869066
43537,43330
561297,304784
528865,528863
352637,833612
597568,394812
545948,372385
507496,880779
519018,345466
36933,808301
538097,308740
557218,599345
872173,840093
37480,353555
69233,513627
507652,593701
9916,382127
573810,397428
26048,881257
382801,156400
54467,76145
6136,539962
27496,347223
587185,881068
23834,23839
87077,358098
505557,159971
33437,394436
329589,806963
556704,581549
531729,836143
75759,843182
565377,304643
356681,321207
81348,79152
33995,33208
48199,598127
563664,888100
26111,566976
376217,843189
831914,104497
58510,99570
71091,891981
521494,363519
44848,840591
26048,345766
89249,515980
17554,512904
519094,547002
6181,880563
376144,867036
801019,815944
303886,880321
532897,523564
512006,861719
354714,383326
25826,25829
558075,570051
53152,586594
319557,869568
74459,319343
88181,16734
340600,340603
345903,345907
64146,558766
87159,43226
34077,344875
307925,353338
93010,579551
364424,816399
58044,539881
47332,580949
77745,92111
505250,520171
346265,326007
536460,580710
593907,396176
65015,521696
21583,599664
41904,547151
516980,888890
46685,586780
38428,38672
376918,843125
531752,531735
387688,390845
11950,19981
592370,592921
348506,872005
81267,507741
558112,399709
355572,829633
86887,832777
87877,150901
505201,555553
76582,536497
31686,74726
17678,539581
76198,24034
77392,894398
86847,28519
584780,157864
34012,77810
550668,544357
67092,871991
48881,308571
512496,865546
512010,592941
576044,153505
555560,831921
15849,554944
5481,38107
9406,550883
800387,864075
859100,884204
539222,330929
81745,395285
93036,507587
70392,835697
515618,363355
556011,864320
306282,306211
589333,889939
2330,532964
102371,151354
324848,324847
586794,356648
500615,309862
519644,150925
323807,323804
396408,396407
583323,595575
15343,354498
543246,107801
91151,518092
382444,377974
333196,332194
563902,858652
77890,504940
548772,382459
62160,94007
75273,382178
581405,581408
344647,108787
75540,20678
95779,500239
38024,325199
332251,349144
83719,571037
507488,556197
595423,346986
375858,811861
394621,830219
12914,588971
505103,387789
505504,329837
372105,349081
58233,80291
359933,359931
65549,594165
352873,389627
531084,374689
331360,843062
578463,808938
353167,337432
33643,83186
815276,815243
38442,870732
39716,72340
27129,338642
41932,66882
9864,559998
40767,384775
62405,809909
55797,31402
560087,840871
554069,347049
881201,828404
532265,532268
373891,373897
383613,862595
525343,805109
509502,802536
15375,13807
324194,850284
66974,62371
23215,879912
594467,528575
809370,861583
34383,542152
25206,509710
354973,310807
585238,890688
549603,379155
505621,151808
655,93854
356791,336035
34260,23481
532173,568046
39950,506316
598397,380643
337778,381669
521535,300634
509635,392726
80232,514823
528568,313747
837333,811986
29303,519373
320580,328671
549007,345144
389759,376880
38102,375949
384247,883047
45141,586785
43674,308772
532359,514889
37735,888429
53671,51426
80043,317191
385643,382054
49499,388370
358042,382259
38880,38686
24372,501395
810204,865227
93038,314127
94860,99925
559039,837855
65863,327781
361413,364944
839010,839015
840064,828914
510598,332649
77262,98004
509842,363544
555817,895267
54109,24527
859225,883427
39847,512502
4687,533511
318162,316605
52632,77295
40263,61715
853584,857040
390832,825213
51568,77134
334916,316460
816396,891457
72601,90708
65943,857219
94523,521955
557058,317733
53127,24330
49997,49994
7470,32049
385241,318149
90432,318832
842655,895357
815401,876999
80494,80496
34185,366912
542273,317197
585380,585385
566764,340632
811420,896135
44120,365136
336328,320835
535149,109351
79344,24208
387376,342097
38796,31310
65706,830207
64933,388603
380211,381589
532484,583055
387895,387891
882192,151258
345423,805167
357545,384138
15644,70087
592645,384757
74218,340483
534818,588980
810893,810898
586595,365678
591667,847432
336047,367590
366852,397152
583649,363890
63504,548369
85505,28468
504116,537077
580721,138764
60709,60702
541364,541366
510128,131343
562711,807768
525584,319410
62871,557659
6549,68148
52504,504814
74075,49435
830239,830232
500781,587304
339341,348977
91066,534696
13409,840139
10346,809135
36349,346565
542743,594351
29399,551127
597159,354347
565528,864122
578473,893954
507695,588996
505551,505557
32066,838483
310885,868575
580117,364013
76764,530253
38965,71604
82862,325740
340586,820835
8962,7198
559938,867011
303707,809202
558634,318381
38580,542208
525035,349826
509236,311586
322030,893753
74819,45003
509863,567938
397835,817163
560642,346520
553180,380158
513027,331428
69938,322035
502824,150521
844294,844299
552606,845476
545212,834761
83363,10053
37076,588793
813824,102415
351280,867495
359563,359568
58387,539292
90665,551473
595603,325287
897467,823420
30325,356241
62981,576957
348006,342371
558979,517428
551252,328419
399892,803914
841324,157107
150181,150184
70325,809309
549203,347888
64866,569636
376529,376522
598118,345388
35796,18463
76615,101629
52098,832302
22752,885887
69491,98034
8268,7603
521923,360086
308682,323349
53591,562091
90339,810369
81868,64843
573924,319265
33990,356191
64331,509947
527471,838876
598600,333194
83237,98839
580808,831774
586384,820428
50314,583106
32808,884100
590842,353275
561424,561426
833423,892630
51292,849532
840298,840297
388456,848416
518246,350523
531250,586362
49908,342528
861574,896156
509048,841755
509838,342990
568774,568779
80349,846165
834821,888164
46681,595434
61507,518694
59827,314608
536687,586230
342158,845471
96368,96367
506496,310055
39830,40661
23276,154346
507756,550325
37209,394251
10047,29364
532166,803864
343317,150550
301045,309984
319358,319351
33437,89467
558020,590896
39950,69767
552652,310817
521272,385151
91411,549032
512910,544619
569653,397936
597892,345615
551924,568060
79854,579174
353663,367279
67986,598046
9175,93716
583908,372830
586048,303275
535479,812983
372653,365541
342014,809761
578893,805588
549007,399321
589926,322288
586137,159796
306122,859790
541165,569423
884359,814522
32838,28058
384853,384858
303228,374026
35796,31527
528764,827876
318261,813330
83340,75409
6549,45514
808111,808117
95659,366834
9749,9298
101489,153899
88534,84218
68275,811500
53380,72122
352183,896156
42923,551296
20703,342157
2930,881676
72104,596214
580997,563348
546401,311361
51299,86975
510068,563765
594501,594507
306218,340330
89646,303062
351319,351312
506718,568526
560087,394195
20984,527171
508531,315741
522126,388298
50144,317866
26811,26819
89709,46198
18061,68163
515374,312428
67491,306687
593866,593895
89588,28079
81159,864345
351185,325596
32931,399967
80480,64678
15846,62762
22828,343930
42287,549029
31428,101499
347951,816570
30555,581334
77086,527553
848917,860371
35392,93739
19233,805581
38524,314316
81838,385838
17183,70020
579882,579810
545041,520105
66718,350708
586314,597816
382636,345526
514553,314127
584118,833985
78542,308445
563882,521043
17361,28070
98508,504507
44842,586644
593994,338934
516121,396460
66058,541634
49997,95750
13149,529611
553115,531647
11411,854333
549341,549347
48148,521225
57786,17789
6549,580788
13974,522071
535891,135441
522481,348931
52738,85149
300673,303539
536012,363625
546115,567068
42,881588
95688,895761
42,532911
573365,850400
350063,324273
81864,517212
802400,802405
532327,518472
38691,38697
549208,351977
515949,365648
540799,318887
593909,379242
68268,67507
82023,96851
88078,15804
18887,513543
6354,333793
42840,61197
71513,813893
385776,313623
533758,875146
519431,512012
365269,326994
11787,66076
831867,831864
509759,868579
837138,811604
385275,385278
559980,321479
47637,555970
337776,384896
550189,330363
76084,861734
64965,810332
40468,23937
57573,54649
557252,392446
26853,845796
25280,548214
52970,64044
71570,512852
531155,389803
92757,27953
63779,97389
872885,840098
535476,839421
82599,329661
93271,346242
549415,525800
45731,548320
537703,399041
80039,336413
46827,154843
61784,821592
19157,504849
518110,364268
538793,375894
99277,396287
534539,548353
578384,562341
63328,896417
504470,388731
574805,314455
38306,77243
543099,839122
73844,307398
551890,351652
551305,345883
2697,852014
52350,62883
531718,321116
94139,896874
591416,884867
17548,871284
587878,385043
85066,541850
545138,547276
554645,386250
501826,318832
547732,598290
323939,323932
503066,536957
3720,316855
364772,812647
96420,520325
54316,541725
557256,557236
31973,338960
16284,560244
45422,532053
380640,384894
23713,553156
810698,154750
35796,83242
70699,45690
6416,521663
384804,885059
96506,806886
42662,869155
63574,29325
78043,367200
56373,556154
315589,868258
77694,831335
363233,399905
68632,581840
96530,340995
74199,889992
303618,303614
574393,574635
67204,67250
11151,11157
78021,809873
17964,68040
65811,568451
564494,323379
20204,505410
573555,572239
93028,559390
28030,554514
11637,520849
555699,343371
49722,325301
52127,69575
66298,513934
39874,565990
580721,326871
99943,27944
56555,18645
306122,867887
80962,359465
23204,805103
592218,592211
15846,45415
79475,541833
380890,380895
523763,835873
79482,335306
6110,40817
85585,105996
556040,515673
853944,154942
316267,808750
505727,531733
831916,104494
559578,800123
37151,381139
575456,337788
9645,814982
592375,592928
509759,512966
48192,591916
79669,813153
35267,74685
97038,324214
59254,73027
90263,97915
581950,521430
525280,396030
90794,382159
331376,827652
356496,848557
72270,27611
363427,844398
47844,374672
580362,324972
578384,380001
856005,814565
63026,105030
83495,522966
54987,835310
76420,808542
310843,349809
990,5511
330045,312776
35880,88519
559983,357699
520393,523396
37209,135837
56909,318877
98281,562325
46169,519543
24699,24624
313414,848945
58561,57830
356119,356112
865187,157761
82611,830206
539947,598717
533197,851240
38443,92141
387418,387411
304212,383410
67698,582294
17339,323644
60861,501348
381059,381100
55838,515638
90032,93040
539014,589642
525306,352518
578160,342371
563598,563597
850904,831435
99246,838287
30708,394838
503171,387148
63959,579901
594595,521099
7470,48735
47630,310294
19150,564027
92463,398782
324194,883550
546891,590249
59030,104023
58043,87151
1959,846269
302764,352103
346868,809805
63588,351278
62263,525706
78619,567940
831449,158561
31230,99182
320343,888240
381109,343331
556204,108450
59753,31985
318454,363454
5617,27781
55908,21307
60457,65520
95805,846643
30498,60339
519543,825667
302320,358837
108140,106837
64094,525943
522874,314285
56707,78466
94599,380394
511073,845244
580362,837658
595758,105909
549477,346562
39234,515204
11414,17260
16922,315647
510760,549344
567445,300785
13584,563526
99157,519406
541920,847470
315436,315439
48861,394846
590822,322061
570572,595756
506529,597996
78617,559147
548986,840638
377666,329531
515258,515251
543561,543106
78725,841555
76478,834864
306536,838756
106,55707
76767,510188
67200,359125
875943,875941
80757,387350
557393,535276
555898,536444
16323,331151
92715,852137
841911,841912
393940,391414
334248,813607
4686,542170
388418,845932
553189,553114
533494,549431
69699,575448
344098,344091
589469,571781
509562,302382
60141,63549
9406,534404
53591,558942
582220,307116
880213,896808
52354,14347
352671,155548
352764,336943
309094,358740
108243,108247
377645,377648
10262,504747
835696,880333
29566,300950
354629,376430
2930,81623
52202,30187
887197,877816
99979,307576
587472,874036
81267,72592
824533,101437
58387,888192
89277,356489
807082,853957
52302,95843
42935,569663
539559,388324
48322,338316
540939,351284
49725,369578
56641,16615
547464,390786
534637,529094
1670,540467
359950,377902
18058,62120
75829,566859
28816,321962
528927,394164
41762,42287
502183,351840
8393,551907
510580,355740
831625,831291
63846,319276
38685,28226
867138,867131
501768,359330
321939,807754
533959,582246
43042,316911
44821,99547
563674,590968
384259,384252
87907,17497
19695,308689
580677,808102
51815,72045
2454,78120
80842,70060
76568,579553
389304,867973
2731,505641
539559,563583
815906,815909
81365,349675
583855,583853
507802,575694
6489,575005
73010,545948
526328,305323
539577,860465
50981,340117
51608,378153
38102,377413
3125,855439
539914,150189
524440,389048
66856,503819
37209,10079
514902,563373
54966,831531
872881,872908
39497,580721
69058,512265
547223,593803
880021,841785
837601,837650
20278,307102
329529,843316
34761,815137
4478,370724
55689,532021
50095,55788
81978,328068
51090,578681
68215,539635
514653,306524
585615,513578
38720,565186
153937,153934
830817,881424
388134,320110
73183,44362
506021,325332
4694,80076
70079,811753
586999,393940
504750,557463
867353,107065
577438,881469
580390,326516
33437,311579
303449,369773
40385,506427
46768,332227
95869,588413
532521,355978
66298,305247
364318,364311
15375,521513
572221,563530
332059,872158
558135,524632
386512,386575
354973,883375
558035,824067
25767,368678
354883,354888
60897,528278
23022,846414
859841,138133
367711,817479
62866,831023
74726,530192
60141,517410
63062,816268
560702,560750
550189,308065
506729,312795
73846,73849
13580,96049
310293,158546
80440,832301
46593,46598
32595,527360
592572,804877
581218,566566
546912,567224
60371,20722
108140,106834
4693,844403
81579,543021
517506,328342
351706,357365
364567,102892
27274,370923
386036,310921
66059,529700
351658,378514
504423,559924
40452,591922
390769,845811
525662,525690
314105,817988
59681,537838
376111,898282
11579,554293
506247,571929
587455,859841
589014,352024
19969,331260
41133,556926
58947,816976
41445,554911
24557,512904
555683,897220
555176,581843
37077,22481
82599,96190
347943,347948
77369,891075
554249,811987
335093,155706
351706,826807
35848,35841
555176,581848
36293,577574
339806,327318
333839,317130
517235,384854
371889,394191
554603,349783
20411,552889
385929,372346
63610,552689
327920,847754
374931,374937
333028,340123
306282,306213
385242,370359
522801,386634
43400,64717
830877,899232
99331,29130
515698,362098
381716,884079
55645,81457
564600,354948
63245,333690
6346,577093
552062,592506
43117,505290
595284,595286
1635,560929
504747,584118
574554,104112
54807,361302
512850,843282
64126,316036
880243,840543
578195,571116
509103,307656
318167,872257
550938,529242
548601,548604
570112,859790
34260,569910
36511,36516
83315,594949
309166,380042
548256,379611
68629,816484
8028,11578
88135,394388
560241,595388
34433,347845
360434,895424
42727,42724
78922,318541
10902,308215
385840,385848
563231,563234
514624,362230
530353,572431
342790,342795
550462,548006
79284,525979
505261,865579
6136,399734
511086,549087
34761,322049
6549,81220
68574,157764
369848,158271
515663,343351
524871,810592
891562,891590
509227,806762
81293,556966
372341,150612
61743,378513
368511,395698
539885,399955
2607,60608
82858,69743
82352,96744
66550,852407
520244,523980
551607,546678
318460,318465
67573,355341
521552,387947
539207,539206
347110,887584
500744,549366
351931,331681
86414,557036
70248,73077
29866,349686
852278,830031
78671,552632
596150,353662
56207,367295
48861,599713
589394,152224
598138,598131
85153,85156
504016,823602
134,990
54317,552462
19697,512509
52298,533876
2697,75743
15268,41904
55675,859139
68544,845171
46426,802446
25893,356246
502384,879383
97007,523625
573623,823087
585936,343474
38651,80571
568799,568792
507660,817119
4014,591560
62162,304707
302858,350806
96357,506955
82440,843997
598611,863837
97175,137106
10899,536162
508129,882881
76765,896759
359368,359361
385224,383663
31795,13092
577552,366864
532941,104708
362600,842872
68156,535778
78021,838017
835722,847855
29799,838875
70984,74992
87311,89250
345378,347143
59314,821547
379375,343458
344055,391041
90438,318980
95876,332072
545610,545613
100142,155992
5904,51085
500936,500939
51576,29272
886872,846885
506097,158194
555495,555497
306275,325553
99318,99311
884083,884018
598969,596167
50476,575564
63549,66810
68904,528328
816409,871756
77006,805859
85297,76347
313860,839014
523508,394808
830281,830284
575695,592375
320879,808327
867949,829582
333477,873825
598069,881806
354092,354023
15843,813425
88265,74747
533426,533429
89492,26467
81745,305130
578654,591211
302474,302476
5904,58577
55643,10881
92296,872880
848894,827700
502279,338626
552146,801159
316267,156075
389570,344764
577917,855354
57230,577090
373341,378585
329431,854843
83487,88534
51391,46666
567445,152157
46033,354909
77810,329586
76256,503900
44848,540713
75530,40282
831396,152481
72159,863740
59314,566634
81307,828332
345478,836039
385687,156927
872598,872883
60196,523775
580998,580997
891975,891978
547124,300479
516438,305804
355021,342751
62825,92787
536461,574799
381607,313797
14034,94134
81191,29761
10890,355572
22313,332045
14119,581600
536275,536278
32116,12938
830052,877849
72492,43456
842623,842628
13318,842193
383851,381212
4665,44812
66426,538574
356294,356296
332040,804788
526529,393889
386721,371399
551809,842290
70426,593772
320524,847544
344816,344819
37292,92469
368568,859157
7808,80346
68434,558590
571055,389763
542842,542863
58222,345329
515618,529898
54492,77104
801186,891485
39126,526539
813181,813184
9512,49852
69564,547272
356293,889766
599255,520091
8538,58074
862834,109993
573899,563528
534166,543565
598705,399177
528927,301407
40572,831829
75759,389298
29459,823295
366887,897571
300828,322778
49940,552483
849156,849152
528927,320745
52350,30688
29237,581085
307576,370048
17278,585608
523042,343256
96277,504633
554101,358335
92525,26680
597015,320295
75478,75471
59256,24394
580185,580183
852513,852517
86461,558451
38208,67620
41531,391725
72417,324517
538852,845442
376809,360481
394952,394935
593858,312776
79890,541147
807742,809595
321948,880043
554373,324484
78079,337686
46354,300077
8486,94123
539186,575665
383649,314406
552428,355028
395076,395079
49486,339893
45005,351939
817982,133659
593803,591147
57203,877571
61454,104912
24871,570756
505483,578131
564402,388972
833373,833372
300742,825315
543690,561769
43656,153007
93618,820754
586595,566236
55674,83386
595773,103757
306551,332418
585851,592728
583871,318167
53550,39085
79858,392808
69787,322788
53593,871050
86546,573894
33664,23406
580513,340147
44534,46467
385374,385376
501966,345175
50906,833676
312481,373317
522374,324847
385248,385244
534296,578984
29799,302106
93674,868497
511804,572226
553016,545254
88844,884448
78572,78543
45442,504879
593869,593895
514336,835077
6789,522055
12022,12500
95975,376818
337178,103248
76549,364818
107591,107599
801235,104995
555245,520483
304038,304031
66694,98603
59752,97229
66950,512452
84425,361968
9638,79553
93077,516945
837463,886232
554646,880860
4686,514502
534223,367177
18108,311204
360563,393712
559413,559418
539690,300063
310637,315631
9368,322781
583860,367420
2592,396773
18943,78425
106784,153815
95303,815486
591205,340543
87329,104249
536587,832354
841492,862065
93617,138011
335689,802850
21504,530763
382279,852859
501176,813007
526243,819865
582294,894542
369842,833347
345543,802889
75490,839104
388374,388376
815277,870873
4662,61908
72669,29309
854802,862513
573810,368353
537640,579520
597446,597465
504025,562519
58877,51090
883808,883801
64983,594966
35139,328565
58743,38691
31643,345008
325952,851686
831153,878272
544329,807591
38428,60417
30708,394806
28416,325428
382090,100411
9633,72592
843360,157901
580994,836578
336281,318284
66663,379372
370739,323701
49610,306329
510826,525017
301559,324344
318887,829276
54988,29209
517536,339950
348419,368113
71246,314461
596391,522644
509842,853326
21060,373499
306916,379043
42407,559160
565716,881986
563639,308511
535567,577818
10941,511829
392806,392809
350165,396095
85590,586963
538572,578870
502826,344693
64524,818484
63658,375582
48418,547242
53550,571305
544182,566819
21703,810020
509338,804266
70390,371521
73971,377232
515524,387570
324615,324613
2846,81080
59223,583125
384804,138972
15885,399584
596464,376036
567919,874816
25055,831303
98256,23790
354028,352544
17499,595756
41621,29552
832693,840834
39950,93537
45003,131177
83373,68436
46252,347065
533370,533375
95049,507969
17303,302877
338335,383383
16199,540497
307731,318992
34758,534279
549254,830207
365697,365699
332724,803748
307459,307452
61574,366483
33213,878916
366829,397787
508908,598603
506247,396974
82599,849400
322108,812224
36933,22836
526243,813730
504224,823117
33213,78036
390714,156369
513360,513365
510598,837776
37518,304849
548390,548395
386134,386136
18548,372831
578352,803801
516083,573004
38670,93360
34128,368067
553869,812817
83716,43626
833975,838126
532561,386084
833165,839348
34761,360505
6272,550886
15786,838871
540623,307923
46446,880872
394800,325283
11970,516385
599480,873747
13669,546328
50680,533868
353646,845975
10447,522787
56907,77960
389616,389675
38979,376251
62338,551571
64138,383452
94363,304541
313808,818526
26143,883500
538090,531211
314529,314300
523016,372569
81230,79692
587852,332997
88352,529354
20231,525256
74085,875625
501053,543852
526281,309835
16927,557220
329009,329002
19780,75581
32346,882132
591589,333840
37528,104823
547109,520251
355095,852746
73183,867311
83340,388822
344764,399200
534108,304382
34734,304370
808286,105259
79551,99823
74134,536044
556924,547540
34761,341662
60014,396487
38132,318806
391414,867133
87036,831759
98508,890080
509590,559147
11579,76490
510522,880596
559493,324052
65847,90313
45714,582210
387651,891192
15948,68891
543106,106593
97588,577164
514724,392829
384742,885316
846450,846453
389225,866056
811641,811644
357819,862875
86469,842344
554646,396067
65764,814840
3720,6317
24664,386449
28745,840499
1217,392343
78141,47516
45562,591374
31487,85647
542760,875280
9990,78773
583860,322662
351506,336090
321383,321388
22484,381230
314091,370354
507411,559234
389839,837723
57640,23481
13822,578472
6389,58611
592965,374895
31753,18543
80900,65346
25241,342180
73929,48451
558135,513922
41780,506985
99490,831454
566499,597463
536447,536446
505641,519846
58741,74558
85713,362979
34772,13959
864320,864325
587968,587961
351321,332040
11157,595263
16171,844542
28989,27597
339716,836430
27958,596904
40519,382574
46082,24835
301077,864692
316405,341505
592437,344765
31725,31409
567385,376096
14106,591746
586837,590227
39334,68745
83236,386933
87358,86373
511054,306000
555509,805359
97754,815624
591423,372948
89067,579343
358740,866317
13910,16009
41327,367575
88692,372776
383755,885464
72417,108558
394198,867144
501768,876035
58175,389100
88912,82838
32267,568384
92562,532432
555676,853460
307767,107062
99906,395391
573810,880808
333916,800942
106569,106562
574877,525747
35267,390305
500373,380783
43725,21662
14954,893885
834460,813389
596433,305735
360857,832158
380948,380949
54868,82563
852455,104497
845839,101518
313309,859406
547932,319308
584209,345511
571586,334003
12954,310330
376728,399030
66548,346242
560405,107948
29890,548255
553200,365092
522350,347185
25019,845116
352214,322254
93592,560841
365987,397007
521877,521874
505551,836002
303065,386592
58507,867809
818566,819288
384997,323861
592379,101631
73849,20616
582002,104126
60014,302420
861714,861719
342231,153779
575401,843451
596419,336653
321899,896535
96921,378078
595758,103126
22086,388623
593374,593608
847778,847776
19343,352242
593773,346533
584504,319997
546134,861357
28805,28287
320130,836916
514827,512389
10901,362233
535685,569615
43964,802204
79036,574547
506931,541425
309835,324976
71483,565172
93828,378123
343800,854224
514904,514954
380882,854512
10214,107319
365972,100126
52727,810925
10967,550882
509759,545837
44011,581764
56833,42013
555245,533426
501565,354278
61033,62125
586007,840433
16217,594765
586397,362621
883054,882667
383982,383913
302766,383571
565720,304115
4880,4706
564241,340624
25320,308360
801161,807118
58966,61475
355443,348952
34910,354204
314821,892967
563081,390799
845543,845544
306454,306456
43598,896421
83273,819514
325122,846033
13160,93618
39157,49610
91059,868364
70817,45471
379242,133407
555534,582375
28088,28081
543618,595690
64804,25154
92590,581458
512518,394831
845711,845716
59656,522352
506319,810339
35905,93503
354992,354920
26394,388178
6020,39169
557853,557858
64056,29702
37684,37686
12532,583553
562244,384830
59263,532628
79576,576010
86477,575202
34072,330893
26217,311126
25458,806495
563940,567963
27074,313026
52496,39001
372005,372003
515339,372625
38857,92199
378215,322372
512729,838366
60048,21060
58386,80457
85714,810835
508937,568802
385413,852521
83270,540892
515588,870451
26282,811714
57835,57833
547500,870234
358785,330885
25828,316870
580038,314213
549375,307098
78416,78964
97750,349955
382697,326090
78043,834115
545623,357822
524350,871588
303065,376422
4003,88684
872593,872885
382877,397318
55257,41933
88455,586571
20386,594145
91738,574678
61784,514409
27987,565074
374147,840548
31222,41966
845170,100118
69082,332346
36750,94049
80930,532848
59715,867881
88438,812835
830102,107807
25754,537669
95132,811826
13553,96597
304577,358080
572113,843697
40537,396976
393767,324615
104363,131047
61634,21109
65764,801069
578302,358580
524313,377399
540094,895602
37188,544613
72438,45910
23734,29804
550743,319848
87358,386502
23192,366785
63013,567951
28621,393032
574673,367574
399914,839915
20953,535885
12938,511990
307193,307198
73017,868879
1622,593541
304704,351944
56812,64231
59752,73076
41470,512185
66927,66924
352188,328820
97003,531403
96736,898712
582265,515288
1072,1422
91705,553570
885087,885741
574673,541002
342210,803946
546061,335327
72905,362450
513027,545067
34004,838583
338335,104075
586563,525013
326081,326087
551130,514878
365673,365699
516898,844344
155466,155462
551423,312833
84142,346260
538839,323511
12052,522125
34734,94848
558020,838177
364868,849644
386340,844175
521231,376210
13724,872901
90616,100676
89893,520593
70698,885162
329475,329478
565720,802232
82452,500120
37076,568574
24849,558310
318491,318497
91735,391414
89768,875657
567636,810340
525682,529298
580721,874371
90425,357944
314136,817787
859154,852581
101621,101627
37077,595468
34638,858863
520274,806462
31934,84473
9406,68285
833369,862565
520716,308020
597316,302844
513543,838904
45777,514653
308786,313130
57041,865612
52389,394169
50414,35302
887819,159712
18298,45837
368422,368605
525343,315084
10901,70091
50631,375095
4292,592111
597568,597561
89949,846389
558112,589878
11079,92903
841182,868505
6487,69217
583150,526742
35549,507813
510399,518674
552880,552885
557700,599895
30594,39830
68867,92758
565913,301654
597397,388074
554722,352831
536227,539072
551640,547130
66550,883791
95876,549249
44889,549366
52023,35890
83924,15997
325021,853367
372847,364571
85998,599713
505954,575530
301329,376391
532784,372895
550472,344422
311376,311379
533554,532483
29735,355749
52346,66486
1670,530527
551251,528927
508065,507428
399692,399625
38151,101647
153290,153295
15209,70432
598263,833245
23811,347818
807118,156071
84100,98550
517449,578499
90763,376186
9633,811988
386570,386573
17339,25944
64507,388653
385685,838886
51815,39441
844591,891398
71440,804125
583483,583481
39239,18482
516121,891192
891320,891325
564481,385196
52229,507748
87358,884632
530998,882355
14531,138691
846872,828689
83582,29531
318460,378615
517235,840814
52804,388989
26516,517659
547328,314702
45420,535658
87438,87431
86975,522280
72203,68483
586375,861942
593319,593373
355492,860955
44011,355347
555443,555446
380173,314595
541011,383461
79341,79342
534638,574128
75587,565017
544736,137961
43464,834508
538793,531636
61681,839150
588450,588455
96103,380458
80855,539872
29409,509061
35839,67465
84498,507332
91735,521923
15855,897076
356767,356766
346238,366008
13293,851733
338547,337033
553016,517410
847773,847771
895741,895749
325764,322173
90162,552962
550275,876464
32370,67092
31061,77052
48816,599826
344646,363841
340584,884703
34004,21230
587688,599410
389384,828370
823062,827084
2022,558275
87358,386513
99043,306477
310843,367015
51549,77136
57203,69073
381120,878312
14404,77677
592643,848708
521552,898343
44279,519595
348925,329899
539691,307920
330286,310585
65298,531383
886443,103310
13896,871177
500499,505516
96369,96209
27534,540862
880603,880608
93217,304450
517329,364730
542743,855729
68595,95343
386309,151910
67698,825774
379452,379435
356317,808679
833342,833368
34362,41943
543966,336661
97817,389304
52800,91222
597852,326574
352637,845440
372535,842396
346956,360348
85590,84414
542668,522481
55538,329322
535252,823534
333047,880616
533342,319356
10841,530813
20483,336479
570887,334541
524204,524206
60341,810120
352663,323328
333897,317797
66718,151354
63026,555344
90649,373001
565265,565268
841039,150398
310402,310455
50631,331190
545427,888297
557299,307411
28826,108736
90024,889345
348111,363339
339534,870964
26720,543418
385754,385736
512788,364580
568111,390915
76549,367321
310726,882457
83844,94280
84204,590927
77767,306681
587527,594247
4633,540027
869471,869477
342158,362317
560987,351185
586563,510829
504460,544132
85423,94376
60155,500133
99292,508821
535823,343570
24101,353589
583028,589999
80440,806776
883478,884086
38292,323622
848985,848988
51380,557732
558191,535738
528459,833401
510360,383970
68858,530580
344978,150464
500457,377369
519644,155560
46310,328650
869109,821549
27819,520856
586346,541346
539613,348859
40088,348433
520274,866483
556877,337194
34795,76575
11504,386946
344177,896122
532557,872659
79669,507335
532319,599632
541799,868770
500070,544451
64796,520586
46681,583393
532276,106076
597539,597548
336078,874223
886194,886196
83084,875216
558416,340143
57838,859428
587926,326483
75972,577552
77867,524738
307452,307431
504423,574539
71383,94694
848945,151106
516929,398568
85054,64000
1823,38959
46528,539418
536044,151981
46495,349078
6186,359531
527352,529924
509831,837625
86918,47424
549741,800297
852542,877696
31746,581549
81628,387567
88806,303304
335186,342113
539601,133226
356035,356033
89709,78310
49194,389859
106286,137940
108983,150662
307929,381618
92715,852139
70698,508774
43139,102749
92993,306969
22469,519675
507623,839874
835664,863226
